topic,url,index,ratings,total,snapshot,title
science_technology,http://www.eatingwell.com/food_news_origins/organic_natural/12_foods_you_should_buy_organic,938,"0,0,0,0,0",0,/static/snapshots/l/url938.jpg,The Dirty Dozen Plus: 14 Foods You Should Buy Organic | Eating Well
health,http://www.counselheal.com/articles/1840/20120519/eating-organic-food-make-harsh-others.htm,939,"0,0,0,0,0",0,/static/snapshots/l/url939.jpg,Eating Organic Food Could Make You Harsh to Others : Psychology : Counsel & Heal
arts_entertainment,http://todayhealth.today.msnbc.msn.com/_news/2012/05/18/11737146-does-organic-food-turn-people-into-jerks?chromedomain=bodyodd&lite,940,"0,0,0,0,0",0,/static/snapshots/l/url940.jpg,Does organic food turn people into jerks? - TODAY Health
science_technology,http://www.huffingtonpost.com/2012/05/18/organic-eaters-mean_n_1528529.html,941,"0,0,0,0,0",0,/static/snapshots/l/url941.jpg,"Organic Eaters Might Be Meaner Than Their Counterparts, Study Finds"
recreation,http://www.facebook.com/GrowingOrganicEatingOrganic,942,"0,0,0,0,0",0,/static/snapshots/l/url942.jpg,"Growing Organic, Eating Organic | Facebook"
science_technology,http://www.organic.org/,943,"0,0,0,0,0",0,/static/snapshots/l/url943.jpg,Organic.org
health,http://www.gov.hk/en/residents/health/foodsafe/organiceating.htm,944,"0,0,0,0,0",0,/static/snapshots/l/url944.jpg,GovHK: Organic Eating
business,http://www.medicinenet.com/script/main/art.asp?articlekey=52420,945,"0,0,0,0,0",0,/static/snapshots/l/url945.jpg,"Organic Food: 12 organic foods worth the expense, 12 that aren't on MedicineNet.com"
science_technology,http://www.helpguide.org/life/organic_foods_pesticides_gmo.htm,946,"0,0,0,0,0",0,/static/snapshots/l/url946.jpg,"Organic Foods: Understanding Organic Food Labels, Benefits, and Claims"
computer_internet,http://www.veganorganiced.org/,947,"0,0,0,0,0",0,/static/snapshots/l/url947.jpg,www.veganorganiced.org
business,http://www.mayoclinic.com/health/organic-food/NU00255,948,"0,0,0,0,0",0,/static/snapshots/l/url948.jpg,Organic foods: Are they safer? More nutritious? - MayoClinic.com
health,http://www.eatingwell.com/nutrition_health/healthy_kids_diet_center,949,"0,0,0,0,0",0,/static/snapshots/l/url949.jpg,Healthy Kids Diet Center | Eating Well
recreation,http://www.squidoo.com/organic-eating-on-a-budget,950,"0,0,0,0,0",0,/static/snapshots/l/url950.jpg,Organic Eating on a Budget - 10 Money Saving Tips
business,http://www.amazon.com/Wildly-Affordable-Organic-Fabulous-Planet-All/dp/073821468X,951,"0,0,0,0,0",0,/static/snapshots/l/url951.jpg,"Wildly Affordable Organic: Eat Fabulous Food, Get Healthy, and Save the Planet--All on $5 a Day or Less: Linda Watson: 9780738214689: Amazon.com: Books"
science_technology,http://www.wikihow.com/Choose-the-Most-Important-Organic-Foods,952,"0,0,0,0,0",0,/static/snapshots/l/url952.jpg,How to Choose the Most Important Organic Foods: 6 steps - wikiHow
business,http://www.organickitchen.com/rest/rest.html,953,"0,0,0,0,0",0,/static/snapshots/l/url953.jpg,Organic Kitchen - Restaurants
health,http://www.besthealthmag.ca/eat-well/healthy-eating/does-organic-mean-healthier,954,"0,0,0,0,0",0,/static/snapshots/l/url954.jpg,Does organic mean healthier? | Healthy Eating | Eat Well | Best Health
science_technology,http://www.ewg.org/foodnews/,955,"0,0,0,0,0",0,/static/snapshots/l/url955.jpg,EWG's 2012 Shopper's Guide to Pesticides in Produce™
business,http://recipes.howstuffworks.com/eat-organic-foods.htm,956,"0,0,0,0,0",0,/static/snapshots/l/url956.jpg,TLC Cooking &quot;7 Foods You Must Eat Organic&quot;
science_technology,http://www.treehugger.com/green-food/organic-food-healthier-for-you-and-the-planet.html,957,"0,0,0,0,0",0,/static/snapshots/l/url957.jpg,Organic Food: Healthier for You and the Planet : TreeHugger
culture_politics,http://www.organicauthority.com/,958,"0,0,0,0,0",0,/static/snapshots/l/url958.jpg,"Organic Food, Organic Living - OrganicAuthority.com"
business,http://www.eatit.ca/,959,"0,0,0,0,0",0,/static/snapshots/l/url959.jpg,Eat It.ca - Canada's Online Organic Store
science_technology,http://www.reuters.com/article/2010/05/24/us-organic-foods-idUSTRE64N3O920100524,960,"0,0,0,0,0",0,/static/snapshots/l/url960.jpg,No evidence organic foods benefit health: study | Reuters
health,http://www.naturalnews.com/organic_foods.html,961,"0,0,0,0,0",0,/static/snapshots/l/url961.jpg,"Organic foods news, articles and information:"
science_technology,http://www.redbookmag.com/recipes-home/truth-about-organic-foods,962,"0,0,0,0,0",0,/static/snapshots/l/url962.jpg,The Truth About Organic Foods - Pros and Cons of Organic Food -     Redbook
business,http://wholesomebabyfood.momtastic.com/organicsforhomemadebabyfood.htm,963,"0,0,0,0,0",0,/static/snapshots/l/url963.jpg,"Nutritious Organic Baby Food Recipes, Learn to Make Homemade Organic Baby Food using Organic Produce for Baby Food Recipes"
science_technology,http://en.wikipedia.org/wiki/Green_job,964,"0,0,0,0,0",0,/static/snapshots/l/url964.jpg,"Green job - Wikipedia, the free encyclopedia"
science_technology,http://www.greenjobs.co.uk/,965,"0,0,0,0,0",0,/static/snapshots/l/url965.jpg,GreenJobs | Environmental jobs and renewable energy jobs in the UK
business,http://www.greenjobs.ie/,966,"0,0,0,0,0",0,/static/snapshots/l/url966.jpg,Environmental Jobs | Environmental and renewable energy jobs in Ireland
business,http://www.thegreenjobbank.com/,967,"0,0,0,0,0",0,/static/snapshots/l/url967.jpg,"10,000 Green Jobs. One Search. Renewable Energy | Clean Technology | Environment"
business,http://www.greenforall.org/resources/green-jobs-guidebook,968,"0,0,0,0,0",0,/static/snapshots/l/url968.jpg,Green Jobs Guidebook
science_technology,http://www.goodworkcanada.ca/,969,"0,0,0,0,0",0,/static/snapshots/l/url969.jpg,Environmental Jobs. Green Jobs. Renewable Energy Jobs. GoodWork Canada.
science_technology,http://www.environmentjob.co.uk/,970,"0,0,0,0,0",0,/static/snapshots/l/url970.jpg,Environmental and green jobs in the UK
business,http://www.dnainfo.com/new-york/20120518/navy-yard/hundreds-of-green-jobs-coming-brooklyn-navy-yard,971,"0,0,0,0,0",0,/static/snapshots/l/url971.jpg,Hundreds of Green Jobs Coming to Brooklyn Navy Yard - DNAinfo.com New York
science_technology,http://www.bls.gov/green/,972,"0,0,0,0,0",0,/static/snapshots/l/url972.jpg,Green Jobs
computer_internet,http://twitter.com/#!/greenjobs,973,"0,0,0,0,0",0,/static/snapshots/l/url973.jpg,Twitter
science_technology,http://www.ilo.org/greenjobs,974,"0,0,0,0,0",0,/static/snapshots/l/url974.jpg,Green jobs
business,http://acre-resources.com/,975,"0,0,0,0,0",0,/static/snapshots/l/url975.jpg,Environmental Jobs | CSR Jobs &amp; Sustainability Jobs | Energy Efficiency &#38; Carbon | Green jobs | Health &amp; Safety specialists
science_technology,http://www.guardian.co.uk/environment/green-jobs,976,"0,0,0,0,0",0,/static/snapshots/l/url976.jpg,Green jobs | Environment | The Guardian
science_technology,http://www.osha.gov/dep/greenjobs/index.html,977,"0,0,0,0,0",0,/static/snapshots/l/url977.jpg,Green Job Hazards
business,http://greenjobsready.com/,978,"0,0,0,0,0",0,/static/snapshots/l/url978.jpg,Green Jobs and Green Careers
science_technology,http://www.greenlocaljobs.com/,979,"0,0,0,0,0",0,/static/snapshots/l/url979.jpg,Environmental Jobs Green Jobs
science_technology,http://www.green-jobs.ca/,980,"0,0,0,0,0",0,/static/snapshots/l/url980.jpg,"Environmental jobs, green jobs, conservation jobs and internships"
culture_politics,http://www.greenjobsconference.org/,981,"0,0,0,0,0",0,/static/snapshots/l/url981.jpg,"Good Jobs, Green Jobs National Conference"
science_technology,http://environmentalcareer.com/,982,"0,0,0,0,0",0,/static/snapshots/l/url982.jpg,Environmental Career Center &#8211; Helping people work for a better environment since 1980
science_technology,http://www.dol.gov/dol/green/,983,"0,0,0,0,0",0,/static/snapshots/l/url983.jpg,"U.S. Department of Labor - Good Jobs, Safe Jobs, Green Jobs"
business,http://www.greens.org.nz/greenjobs,984,"0,0,0,0,0",0,/static/snapshots/l/url984.jpg,http://www.greens.org.nz/greenjobs
science_technology,http://www.mnn.com/eco-glossary/green-jobs,985,"0,0,0,0,0",0,/static/snapshots/l/url985.jpg,Green Jobs | MNN - Mother Nature Network
business,http://www.goinggreenjobs.com/,986,"0,0,0,0,0",0,/static/snapshots/l/url986.jpg,Going Green Jobs | Helping You Find Environmentally Friendly Work
business,http://cleantechnica.com/category/business-economy/green-jobs/,987,"0,0,0,0,0",0,/static/snapshots/l/url987.jpg,Green Jobs - CleanTechnica
business,http://www.greenjobsphilly.org/,988,"0,0,0,0,0",0,/static/snapshots/l/url988.jpg,Green Jobs Philly
science_technology,http://environmentaljobs.com.au/,989,"0,0,0,0,0",0,/static/snapshots/l/url989.jpg,Environmental Jobs Network
business,http://www.envirojobs.com.au/,990,"0,0,0,0,0",0,/static/snapshots/l/url990.jpg,Enviro Jobs -  environmental and natural resource management jobs in Australia and New Zealand
science_technology,http://www.edf.org/climate/california-green-jobs-guidebook,991,"0,0,0,0,0",0,/static/snapshots/l/url991.jpg,California Green Jobs Guidebook | Environmental Defense Fund
business,http://www.earthtechling.com/topics/green-jobs/,992,"0,0,0,0,0",0,/static/snapshots/l/url992.jpg,Green Jobs | Earthtechling
science_technology,http://www.workcabin.ca/,993,"0,0,0,0,0",0,/static/snapshots/l/url993.jpg,"Canada's Environmental Jobs Site, Wildlife Jobs, Conservation Jobs | WorkCabin"
health,http://www.davnet.org/kevin/essays/atkinsdiet.html,994,"0,0,0,0,0",0,/static/snapshots/l/url994.jpg,"The Atkins Diet - safe, effective?"
health,http://abcnews.go.com/Health/WellnessResource/low-carb-diets-effective-reducing-weight/story?id=6768945,995,"0,0,0,0,0",0,/static/snapshots/l/url995.jpg,Are Low-Carb Diets Really Effective In Reducing Weight? - ABC News
health,http://www.streetdirectory.com/travel_guide/47115/lose_weight/the_effectiveness_of_atkins_diet.html,996,"0,0,0,0,0",0,/static/snapshots/l/url996.jpg,The Effectiveness of Atkins Diet
health,http://www.dailymail.co.uk/news/article-1035779/Atkins-diet-safe-far-effective-low-fat-says-study.html,997,"0,0,0,0,0",0,/static/snapshots/l/url997.jpg,"Atkins diet is safe and far more effective than a low-fat one, says study  | Mail Online"
health,http://www.healthyweightforum.org/eng/diets/diet-reviews/,998,"0,0,0,0,0",0,/static/snapshots/l/url998.jpg,Top 10 Diets: Most effective & easiest to follow
health,http://livinlavidalowcarb.com/blog/two-year-study-shows-low-carb-diet-effective-for-weight-loss-improves-hdl-cardiovascular-health-risks/8686,999,"0,0,0,0,0",0,/static/snapshots/l/url999.jpg,"Two-Year Study Shows Low-Carb Diet Effective For Weight Loss, Improves HDL, Cardiovascular Health Risks &laquo; Jimmy Moore&#039;s Livin&#039; La Vida Low Carb Blog"
science_technology,http://en.wikipedia.org/wiki/Low-carbohydrate_diet,1000,"0,0,0,0,0",0,/static/snapshots/l/url1000.jpg,"Low-carbohydrate diet - Wikipedia, the free encyclopedia"
health,http://www.bodybuilding.com/fun/venuto1.htm,1001,"0,0,0,0,0",0,/static/snapshots/l/url1001.jpg,Bodybuilding.com - 10 Lies About The Atkins Diet!
health,http://www.bodybuilding.com/fun/bbinfo.php?page=lowcarbdiets,1002,"0,0,0,0,0",0,/static/snapshots/l/url1002.jpg,Bodybuilding.com - Low Carb Diets Articles!
health,http://www.mayoclinic.com/health/low-carb-diet/NU00279,1003,"0,0,0,0,0",0,/static/snapshots/l/url1003.jpg,Low-carb diet: Could it help you lose weight? - MayoClinic.com
health,http://www.drbriffa.com/2007/03/07/study-confirms-superior-effectiveness-of-low-carb-eating-for-weight-loss/,1004,"0,0,0,0,0",0,/static/snapshots/l/url1004.jpg,Study confirms superior effectiveness of low-carb eating for weight loss  | Dr Briffa&#039;s Blog - A Good Look at Good Health
health,http://www.medicalnewstoday.com/articles/7379.php,1005,"0,0,0,0,0",0,/static/snapshots/l/url1005.jpg,What Is The Atkins Diet? What Are The Benefits Of The Atkins Diet?
health,http://www.scienceagogo.com/news/20070506001434data_trunc_sys.shtml,1006,"0,0,0,0,0",0,/static/snapshots/l/url1006.jpg,Newly Identified &quot;Starvation Hormone&quot; Behind Low-Carb Diet Effectiveness
health,http://clinicaltrials.gov/ct2/show/NCT00006193,1007,"0,0,0,0,0",0,/static/snapshots/l/url1007.jpg,Effectiveness of Atkins Diet for Weight Loss - Full Text View - ClinicalTrials.gov
health,http://www.sciencedaily.com/releases/2004/05/040518073128.htm,1008,"0,0,0,0,0",0,/static/snapshots/l/url1008.jpg,"Low-carb Diet More Effective Than Low-fat Diet, According To New Study"
health,http://news.temple.edu/news/temple-research-studies-long-term-effectiveness-low-carb-versus-low-fat-diets,1009,"0,0,0,0,0",0,/static/snapshots/l/url1009.jpg,Temple research studies long term effectiveness of low-carb versus low-fat diets  | Temple University News
health,http://www.weightlossresources.co.uk/diet/atkins_diet/atkins.htm,1010,"0,0,0,0,0",0,/static/snapshots/l/url1010.jpg,Atkins Diet Review
health,http://www.lowcarb.ca/articlesb/article343.html,1011,"0,0,0,0,0",0,/static/snapshots/l/url1011.jpg,Low Carb Research & Studies - Low-Carb Diet Effective In Research Study
health,http://www.atkins.com/,1012,"0,0,0,0,0",0,/static/snapshots/l/url1012.jpg,Weight Loss Program – Weight Loss Management | Atkins Official Site
health,http://lowcarbdiets.about.com/od/lowcarb101/a/gettingstarted.htm,1013,"0,0,0,0,0",0,/static/snapshots/l/url1013.jpg,Getting Started on a Low Carb Diet
health,http://www.holisticroads.com/how-effective-is-the-atkins-diet-plan/,1014,"0,0,0,0,0",0,/static/snapshots/l/url1014.jpg,How Effective is the Atkins Diet Plan
health,http://qualitycounts.com/fpatkinsdiet.htm,1015,"0,0,0,0,0",0,/static/snapshots/l/url1015.jpg,Atkin's Diet
health,http://www.blogher.com/node/16360,1016,"0,0,0,0,0",0,/static/snapshots/l/url1016.jpg,Scientists Prove Atkins Diet Effectiveness | BlogHer
science_technology,http://charm.cs.uiuc.edu/users/jyelon/lowcarb.med/topic0.html,1017,"0,0,0,0,0",0,/static/snapshots/l/url1017.jpg,Effectiveness of Low-Carb Diet for Weight Loss
health,http://healthpsych.psy.vanderbilt.edu/2008/low_carb.htm,1018,"0,0,0,0,0",0,/static/snapshots/l/url1018.jpg,Low-Carb Diets:
health,http://forum.lowcarber.org/showthread.php?t=32881,1019,"0,0,0,0,0",0,/static/snapshots/l/url1019.jpg,Recent Study Validates Effectiveness of Low-Carb Diets : LC Research/Media Forum : Active Low-Carber Forums
health,http://www.kidsepilepsy.com/onetreat.asp?id=663,1020,"0,0,0,0,0",0,/static/snapshots/l/url1020.jpg,http://www.kidsepilepsy.com/onetreat.asp?id=663
health,http://www.quackwatch.com/06ResearchProjects/lcd.html,1021,"0,0,0,0,0",0,/static/snapshots/l/url1021.jpg,Low-Carbohydrate Diets
health,http://www.livestrong.com/article/382753-is-the-atkins-diet-safe-and-effective/,1022,"0,0,0,0,0",0,/static/snapshots/l/url1022.jpg,Is The Atkins Diet Safe And Effective? | LIVESTRONG.COM
health,http://www.3fatchicks.com/how-effective-is-the-low-carb-diet-for-weight-loss/,1023,"0,0,0,0,0",0,/static/snapshots/l/url1023.jpg,How Effective Is the Low Carb Diet for Weight Loss? | 3FC
health,http://www.parenting.com/article/autism-warning-signs-1204127474106,1024,"0,0,0,0,0",0,/static/snapshots/l/url1024.jpg,Could My Baby Have Autism? - Parenting.com
health,http://www.autismsciencefoundation.org/autism-warning-signs,1025,"0,0,0,0,0",0,/static/snapshots/l/url1025.jpg,Autism Warning Signs | Autism Science Foundation
health,http://www.autismspeaks.ca/early-warning-signs,1026,"0,0,0,0,0",0,/static/snapshots/l/url1026.jpg,404 - Autism Speaks Canada
health,http://www.ivillage.com/be-wise-be-aware-don-t-worry-autism-warning-signs/4-b-377363,1027,"0,0,0,0,0",0,/static/snapshots/l/url1027.jpg,Autism Warning Signs - iVillage
health,http://blogs.babycenter.com/mom_stories/03302012autism-warning-signs/,1028,"0,0,0,0,0",0,/static/snapshots/l/url1028.jpg,Autism warning signs | BabyCenter Blog
health,http://health.clevelandclinic.org/2012/04/videos-autism-warning-signs-and-perception/,1029,"0,0,0,0,0",0,/static/snapshots/l/url1029.jpg,Autism Warning Signs and Perception (Videos) — Health Hub from Cleveland Clinic
health,http://www.livestrong.com/article/164189-autism-warning-signs/,1030,"0,0,0,0,0",0,/static/snapshots/l/url1030.jpg,Autism Warning Signs | LIVESTRONG.COM
health,http://www.newparent.com/baby/autism-warning-signs/,1031,"0,0,0,0,0",0,/static/snapshots/l/url1031.jpg,Autism Warning Signs | New Parent
health,http://www.stltoday.com/lifestyles/health-med-fit/fitness/autism-warning-signs/article_2740f4ab-35eb-5584-8d82-f7f4034783a1.html,1032,"0,0,0,0,0",0,/static/snapshots/l/url1032.jpg,Autism warning signs   : Stltoday
health,http://www.mayoclinic.com/health/autism/ds00348/dsection=symptoms,1033,"0,0,0,0,0",0,/static/snapshots/l/url1033.jpg,Autism: Symptoms - MayoClinic.com
health,http://buffalo.ynn.com/content/top_stories/553664/more-autism-warning-signs-to-be-posted-in-amherst/,1034,"0,0,0,0,0",0,/static/snapshots/l/url1034.jpg,"More autism warning signs to be posted in Amherst - YNN, Your News Now"
health,http://www.disabilityscoop.com/2011/08/16/autism-warning-signs/13752/,1035,"0,0,0,0,0",0,/static/snapshots/l/url1035.jpg,Autism Warning Signs Hit The Streets - Disability Scoop
health,http://www.udg.edu/grupsrecerca/AutismeUdG/QuesonelsTEA/Signesdalertaennadons/tabid/14030/language/en-US/Default.aspx,1036,"0,0,0,0,0",0,/static/snapshots/l/url1036.jpg,Grups de Recerca > Autisme UdG > What's ASD/ASC? > Autism warning signs
health,http://relieveautism.com/autism-signs-and-symptoms/early-autism-warning-signs-and-symptoms/,1037,"0,0,0,0,0",0,/static/snapshots/l/url1037.jpg,Early Autism Warning Signs and Symptoms  | RelieveAutism.com
health,http://autism-center.ucsd.edu/treating-early-autism/Pages/signs.aspx,1038,"0,0,0,0,0",0,/static/snapshots/l/url1038.jpg,"Early Warning Signs of Autism information from the Autism Center of Excellence, UC San Diego"
health,http://hvparent.com/Permalink.aspx/Autism-warning-signs,1039,"0,0,0,0,0",0,/static/snapshots/l/url1039.jpg,Autism warning signs
health,http://www.opwdd.ny.gov/node/194,1040,"0,0,0,0,0",0,/static/snapshots/l/url1040.jpg,Autism Warning Signs Flyer  | OPWDD
health,http://www.cbsnews.com/8334-504763_162-57406979-10391704/10-early-warning-signs-of-autism/,1041,"0,0,0,0,0",0,/static/snapshots/l/url1041.jpg,10 early warning signs of autism - HealthPop - CBS News
health,http://www.youtube.com/watch?v=X2XCuBLKBBs,1042,"0,0,0,0,0",0,/static/snapshots/l/url1042.jpg,"Autism warning signs and Free ADHD/Autism Spectrum Lecture.  Nashville, TN - YouTube"
health,http://outreach.org/tag/autism-warning-signs/,1043,"0,0,0,0,0",0,/static/snapshots/l/url1043.jpg,Autism Warning Signs | Outreach
health,http://www.kimtrumanfitness.com/webmd-daily-autisms-warning-signs/,1044,"0,0,0,0,0",0,/static/snapshots/l/url1044.jpg,WebMD Daily: Autism&#8217;s Warning Signs | Kim Truman Fitness
health,http://www.thedoctorstv.com/main/show_synopsis/104?section=feature&title=Autism%20Warning%20Signs,1045,"0,0,0,0,0",0,/static/snapshots/l/url1045.jpg,The Doctors TV Show - Autism Warning Signs - Mystery of Autism
health,http://www.thedailybeast.com/newsweek/blogs/lab-notes/2008/11/06/harbingers-of-autism.html,1046,"0,0,0,0,0",0,/static/snapshots/l/url1046.jpg,Harbingers of Autism - Newsweek and The Daily Beast
health,http://www.cbc.ca/news/health/story/2011/04/28/autism-screening.html,1047,"0,0,0,0,0",0,/static/snapshots/l/url1047.jpg,Autism checklist spots warning signs in infants - Health - CBC News
health,http://www.livestrong.com/article/74519-autism-warning-signs-toddlers/,1048,"0,0,0,0,0",0,/static/snapshots/l/url1048.jpg,Autism Warning Signs In Toddlers | LIVESTRONG.COM
health,http://101parenttips.com/101parenttips.com/hot-topics/autism/warning-signs-of-autism/,1049,"0,0,0,0,0",0,/static/snapshots/l/url1049.jpg,Warning Sign of Autism | 101parenttips.com
health,http://drnicoleconnolly.com/autism-warning-signs/,1050,"0,0,0,0,0",0,/static/snapshots/l/url1050.jpg,"Autism Warning Signs - Nicole Connolly, Ph.D."
health,http://www.wgrz.com/news/article/156393/1/Parents-Fight-For-Autistic-Warning-Sign-,1051,"0,0,0,0,0",0,/static/snapshots/l/url1051.jpg,Parents Fight For Autistic Warning Sign  | wgrz.com
health,http://blip.tv/autismlive/early-warning-signs-of-autism-6096077,1052,"0,0,0,0,0",0,/static/snapshots/l/url1052.jpg,Watch Early Warning Signs of Autism | Autism Live Episodes | Blip
health,http://www.opposingviews.com/i/is-my-child-autistic-warning-signs-to-look-for,1053,"0,0,0,0,0",0,/static/snapshots/l/url1053.jpg,Is My Child Autistic? Warning Signs to Look For
health,http://www.cdc.gov/ncbddd/actearly/act/class.html,1054,"0,0,0,0,0",0,/static/snapshots/l/url1054.jpg,CDC - Learn the Signs. Act Early. Autism Case Training: In-Class - NCBDDD
health,http://www.operationautismonline.org/autism-101/what-is-autism-2/warning-signs/,1055,"0,0,0,0,0",0,/static/snapshots/l/url1055.jpg,Warning Signs &laquo;  Operation Autism
health,http://www.mamapedia.com/s/autism-warning-signs,1056,"0,0,0,0,0",0,/static/snapshots/l/url1056.jpg,autism warning signs - Mamapedia&#8482;
health,http://www.autismsciencefoundation.org/what-is-autism/autism-diagnosis,1057,"0,0,0,0,0",0,/static/snapshots/l/url1057.jpg,Autism Diagnosis | Autism Science Foundation
health,http://www.nia.nih.gov/alzheimers/publication/alzheimers-disease-genetics-fact-sheet,1058,"0,0,0,0,0",0,/static/snapshots/l/url1058.jpg,Alzheimer&#039;s Disease Genetics Fact Sheet | National Institute on Aging
health,http://ghr.nlm.nih.gov/condition/alzheimer-disease,1059,"0,0,0,0,0",0,/static/snapshots/l/url1059.jpg,Alzheimer disease - Genetics Home Reference
health,http://www.webmd.com/alzheimers/guide/alzheimers-genetic,1060,"0,0,0,0,0",0,/static/snapshots/l/url1060.jpg,Is Alzheimer's Disease Genetic? Hereditary Risk Factors
science_technology,http://www.webmd.com/alzheimers/news/20110403/new-alzheimers-genes-found,1061,"0,0,0,0,0",0,/static/snapshots/l/url1061.jpg,New Alzheimer's Genes Found
science_technology,http://www.bbc.co.uk/news/health-12937131,1062,"0,0,0,0,0",0,/static/snapshots/l/url1062.jpg,"BBC News - Five more Alzheimer&#039;s genes discovered, scientists say"
science_technology,http://web.mit.edu/newsoffice/2012/alzheimers-hdac2-inhibitors-0301.html,1063,"0,0,0,0,0",0,/static/snapshots/l/url1063.jpg,"Reversing Alzheimer’s gene ‘blockade’ can restore memory, other cognitive functions - MIT News Office"
science_technology,http://www.sciencedaily.com/releases/2012/05/120516140016.htm,1064,"0,0,0,0,0",0,/static/snapshots/l/url1064.jpg,Alzheimer's gene causes brain's blood vessels to leak toxins and die
health,http://www.alzinfo.org/07/about-alzheimers/genetic-risk-factors,1065,"0,0,0,0,0",0,/static/snapshots/l/url1065.jpg,http://www.alzinfo.org/07/about-alzheimers/genetic-risk-factors
health,http://alzheimers.org.uk/site/scripts/documents_info.php?documentID=168,1066,"0,0,0,0,0",0,/static/snapshots/l/url1066.jpg,Genetics and dementia - Alzheimer&#039;s Society
science_technology,http://www.bloomberg.com/news/2011-04-04/five-new-alzheimer-s-genes-double-total-in-new-push-for-cure.html,1067,"0,0,0,0,0",0,/static/snapshots/l/url1067.jpg,Five New Alzheimer’s Genes Double Total as Doctors Unravel Disease Cause - Bloomberg
health,http://healthland.time.com/2011/04/05/new-alzheimers-genes-why-they-matter-even-if-they-dont-change-patient-care/,1068,"0,0,0,0,0",0,/static/snapshots/l/url1068.jpg,"Why New Genes for Alzheimer's Are Important, Even if They Won't Immediately Benefit Patients | TIME.com"
science_technology,http://www.guardian.co.uk/lifeandstyle/2011/apr/03/alzheimers-genetic-link-earlier-tests,1069,"0,0,0,0,0",0,/static/snapshots/l/url1069.jpg,Alzheimer's genetic link raises hopes of earlier tests | Society | The Guardian
science_technology,http://www.nytimes.com/2011/04/04/health/04alzheimer.html?pagewanted=all,1070,"0,0,0,0,0",0,/static/snapshots/l/url1070.jpg,Alzheimer’s Studies Find New Genetic Links - NYTimes.com
health,http://www.alz.org/alzheimers_disease_causes_risk_factors.asp,1071,"0,0,0,0,0",0,/static/snapshots/l/url1071.jpg,Alzheimer's & Dementia Risk Factors | Alzheimer's Association
science_technology,http://www.cbc.ca/news/health/story/2011/04/01/alzheimer-genes-identified.html,1072,"0,0,0,0,0",0,/static/snapshots/l/url1072.jpg,New Alzheimer's genes identified - Health - CBC News
recreation,http://www.alzgene.org/,1073,"0,0,0,0,0",0,/static/snapshots/l/url1073.jpg,AlzGene
science_technology,http://www.usatoday.com/news/health/medical/health/medical/alzheimers/story/2011/04/Researchers-New-genes-linked-to-Alzheimers/45715102/1,1074,"0,0,0,0,0",0,/static/snapshots/l/url1074.jpg,– USATODAY.com
science_technology,http://curealz.org/projects/alzheimer%E2%80%99s-genome-project%E2%84%A2,1075,"0,0,0,0,0",0,/static/snapshots/l/url1075.jpg,Alzheimer’s Genome Project™ | Cure Alzheimer's Fund
science_technology,http://en.wikipedia.org/wiki/Early-onset_Alzheimer's_disease,1076,"0,0,0,0,0",0,/static/snapshots/l/url1076.jpg,"Early-onset Alzheimer's disease - Wikipedia, the free encyclopedia"
science_technology,http://www.futurity.org/health-medicine/alzheimers-gene-opens-floodgate-in-brain/,1077,"0,0,0,0,0",0,/static/snapshots/l/url1077.jpg,Futurity.org  &#8211; Alzheimer&#8217;s gene opens floodgate in brain
science_technology,http://www.alzheimersreadingroom.com/2011/04/alzheimers-genes-four-known-alzheimers.html,1078,"0,0,0,0,0",0,/static/snapshots/l/url1078.jpg,"Alzheimer&#8217;s Genes,   The Four Known Alzheimer&#8217;s Genes |  Alzheimer's Reading Room"
science_technology,http://psychcentral.com/news/2011/05/16/alzheimers-gene-may-damage-brain-long-before-symptoms/26204.html,1079,"0,0,0,0,0",0,/static/snapshots/l/url1079.jpg,Alzheimer&#8217;s Gene May Damage Brain Long Before Symptoms | Psych Central News
health,http://www.theglobeandmail.com/life/health/new-health/conditions/alzheimers/running-may-counteract-risks-of-alzheimers-gene/article2309815/,1080,"0,0,0,0,0",0,/static/snapshots/l/url1080.jpg,Running may counteract risks of Alzheimer&#039;s gene - The Globe and Mail
science_technology,http://thechart.blogs.cnn.com/2011/04/03/discovery-doubles-genetic-clues-to-alzheimers/,1081,"0,0,0,0,0",0,/static/snapshots/l/url1081.jpg,Discovery doubles genetic clues to Alzheimer&#039;s &#8211; The Chart - CNN.com Blogs
health,http://www.nhs.uk/news/2011/04April/Pages/genetic-clues-to-alzheimers.aspx,1082,"0,0,0,0,0",0,/static/snapshots/l/url1082.jpg,genetic clues to Alzheimer’s - Health News - NHS Choices
science_technology,http://www.npr.org/2011/04/08/135241857/sifting-genes-for-clues-to-alzheimers,1083,"0,0,0,0,0",0,/static/snapshots/l/url1083.jpg,Sifting Genes For Clues To Alzheimer's : NPR
health,http://learn.genetics.utah.edu/content/disorders/whataregd/alzheimers/,1084,"0,0,0,0,0",0,/static/snapshots/l/url1084.jpg,Alzheimers Disease
health,http://www.sltrib.com/sltrib/news/52242962-78/alzheimer-testing-genetic-medical.html.csp,1085,"0,0,0,0,0",0,/static/snapshots/l/url1085.jpg,"Utah Local News - Salt Lake City News, Sports, Archive - The Salt Lake Tribune"
science_technology,http://blog.alz.org/genetictesting/,1086,"0,0,0,0,0",0,/static/snapshots/l/url1086.jpg,Guidelines Issued for Alzheimer’s Genetic Testing » Alzheimer&#039;s Association | Blog
