Topic,Query,Result Rank,URL,Likert Rating - Microsoft,Likert Rating - EPFL
Politics,Obama birthplace,36,http://wiki.answers.com/Q/What_is_Obama%27s_fathers_birthplace,3,
Politics,Obama birthplace,37,http://www.factcheck.org/elections-2008/born_in_the_usa.html,5,
Politics,Obama birthplace,38,http://www.ocregister.com/articles/taitz-219287-poll-obama.html,4,
Politics,Obama birthplace,39,http://blog.cleveland.com/pdopinion/2008/12/obamas_birthplace_never_mind.html,3,
Politics,Obama birthplace,40,http://www.roadsideamerica.com/blog/obama-birthplace-not-on-the-tour-maps-yet/,3,
Politics,Tea Party,1,http://taxdayteaparty.com/,3,
Politics,Tea Party,2,http://en.wikipedia.org/wiki/Tea_Party_protests,3,
Politics,Tea Party,3,http://www.teapartypatriots.org/,3,
Politics,Tea Party,4,http://en.wikipedia.org/wiki/Tea_Party_movement,4,
Politics,Tea Party,5,http://teapartypatriots.ning.com/,3,
Politics,Tea Party,6,http://action.afa.net/Detail.aspx?id=2147486206,3,
Politics,Tea Party,7,http://www.teaparty.com/,3,
Politics,Tea Party,8,http://www.teapartyexpress.org/,3,
Politics,Tea Party,9,http://michellemalkin.com/2009/02/21/tea-party-usa-the-movement-grows/,4,
Politics,Tea Party,10,http://abcnews.go.com/Politics/tea-party-fundraising-pacs-surge-cash-slowly/story?id=10939764,4,
Politics,Tea Party,11,http://www.teapartynation.com/,3,
Politics,Tea Party,12,http://www.teaparty.org/,3,
Politics,Tea Party,13,http://www.cbsnews.com/8301-503544_162-20008010-503544.html,4,
Politics,Tea Party,14,http://www.washingtonpost.com/wp-dyn/content/article/2010/04/26/AR2010042603126.html,4,
Politics,Tea Party,15,http://www.salon.com/news/tea_parties/index.html?story=/politics/war_room/2010/06/16/912_handgun_raffle,3,
Politics,Tea Party,16,http://www.answers.com/topic/tea-party,3,
Politics,Tea Party,17,http://tea-party.meetup.com/,4,
Politics,Tea Party,18,http://www.boston-tea-party.org/,4,
Politics,Tea Party,19,http://politicalticker.blogs.cnn.com/2010/06/16/trending-tea-party-express-targets-incumbent-gop-senator/?hpt=Sbin,4,
Politics,Tea Party,20,http://articles.chicagotribune.com/2010-06-16/news/sc-nw-0617-debate-roomdebateliberalpa20100616_1_tea-party-conservative-washington-post-abc-news-poll,4,
Politics,Tea Party,21,http://www.theteapartyclub.com/,3,
Politics,Tea Party,22,http://www.partypop.com/Categories/Tea_Party.html,2,
Politics,Tea Party,23,http://entertaining.about.com/cs/coffeesandteas1/a/teaparty.htm,4,
Politics,Tea Party,24,http://biggovernment.com/category/tea-party/,3,
Politics,Tea Party,25,http://www.chestertownteaparty.com/,2,
Politics,Tea Party,26,http://www.teaparty.com.au/,3,
Politics,Tea Party,27,http://news.yahoo.com/s/ap/20100616/ap_on_el_se/us_alaska_senate_tea_party_endorsement,4,
Politics,Tea Party,28,http://www.eyewitnesstohistory.com/teaparty.htm,4,
Politics,Tea Party,29,http://smartgirlpolitics.ning.com/page/tea-party,2,
Politics,Tea Party,30,http://www.huffingtonpost.com/2009/04/16/10-most-offensive-tea-par_n_187554.html,4,
Politics,Tea Party,31,http://tpmdc.talkingpointsmemo.com/tea-party/,4,
Politics,Tea Party,32,http://www.csmonitor.com/Money/The-Entrepreneurial-Mind/2010/0617/Small-business-turns-to-the-tea-party,3,
Politics,Tea Party,33,http://news.yahoo.com/s/ynews/20100617/bs_ynews/ynews_bs2665,4,
Politics,Tea Party,34,http://www.birthdaypartyideas.com/html/tea.html,3,
Politics,Tea Party,35,http://www.salon.com/news/tea_parties/index.html?story=/opinion/walsh/politics/2010/06/16/john_kasich_lehman_brothers_populist,4,
Politics,Tea Party,36,http://stlouisteaparty.com/,3,
Politics,Tea Party,37,http://abcnews.go.com/Politics/tea-party-protesters-march-washington/story?id=8557120,4,
Politics,Tea Party,38,http://topics.politico.com/index.cfm/topic/TeaParty,3,
Politics,Tea Party,39,http://www.nationwidechicagoteaparty.com/,3,
Politics,Tea Party,40,http://party.kaboose.com/tea_party.html,4,
Environment,renewable energy,3,http://www.renewableenergyworld.com/,,
Environment,renewable energy,4,http://www.renewableenergyworld.com/rea/tech/home,,
Environment,renewable energy,5,http://tribune.com.pk/story/381422/for-a-green-economy-experts-stress-on-equal-gender-participation-renewable-energy/,,
Environment,renewable energy,6,http://www.telegraph.co.uk/earth/energy/renewableenergy/9276895/Electricity-bills-set-to-rise-to-pay-for-wind-farm-subsidies.html,,
Environment,renewable energy,7,http://www.reuters.com/article/2012/05/18/us-apple-idUSBRE84G0YW20120518,,
Environment,renewable energy,10,http://www.energymatters.com.au/renewable-energy/,,
Environment,renewable energy,12,http://www.sciencedirect.com/science/journal/09601481,,
Environment,renewable energy,13,http://www.journals.elsevier.com/renewable-energy/,,
Environment,renewable energy,14,http://www.energysavingtrust.org.uk/Generate-your-own-energy,,
Environment,renewable energy,17,http://www.re-energy.ca/,,
Environment,renewable energy,18,http://ec.europa.eu/energy/renewables/,,
Environment,renewable energy,19,http://www.climatechange.gov.au/what-you-need-to-know/renewable-energy.aspx,,
Environment,renewable energy,20,http://www.nrcan.gc.ca/energy/renewable/1580,,
Environment,renewable energy,21,http://www.sciencedaily.com/news/earth_climate/renewable_energy/,,
Environment,renewable energy,22,http://edugreen.teri.res.in/explore/renew/renew.htm,,
Environment,renewable energy,23,http://www.decc.gov.uk/en/content/cms/meeting_energy/renewable_ener/renewable_ener.aspx,,
Environment,renewable energy,24,http://www.r-e-a.net/,,
Environment,renewable energy,25,http://www.renewableenergyfocus.com/,,
Environment,renewable energy,26,http://www.scotland.gov.uk/Topics/Business-Industry/Energy/Energy-sources/19185,,
Environment,renewable energy,27,http://www.earthtechling.com/topics/renewable-energy/,,
Environment,renewable energy,28,http://www.recgroup.com/,,
Environment,renewable energy,29,http://www.iea.org/subjectqueries/keyresult.asp?keyword_id=4116,,
Environment,renewable energy,30,http://www.solarenergy.org/,,
Environment,renewable energy,31,http://www.energy.ca.gov/renewables/,,
Environment,renewable energy,32,http://www.youtube.com/watch?v=oTyWeW5MEio,,
Environment,renewable energy,33,http://www.ted.com/talks/donald_sadoway_the_missing_link_to_renewable_energy.html,,
Environment,renewable energy,34,http://www.treehugger.com/renewable-energy/grid-scale-metal-liquid-batteries-could-revolutionize-renewable-energy-use.html,,
Environment,renewable energy,35,http://www.mnre.gov.in/,,
Environment,renewable energy,36,http://www.motherearthnews.com/Renewable-Energy.aspx,,
Environment,renewable energy,37,http://www.njcep.com/,,
Environment,renewable energy,38,http://www.dsireusa.org/,,
Environment,renewable energy,39,http://www.eere.energy.gov/redirects/eren.html,,
Environment,renewable energy,40,http://www.treehugger.com/renewable-energy/,,
Environment,renewable energy,41,http://www.ene.gov.on.ca/environment/en/subject/renewable_energy/index.htm,,
Environment,renewable energy,42,http://www.nationalatlas.gov/articles/people/a_energy.html,,
Environment,renewable energy,43,http://www.renewableenergyworld.com/rea/careers,,
Environment,renewable energy,45,http://tonto.eia.doe.gov/kids/energy.cfm?page=renewable_home-basics,,
Environment,climate change,2,http://epa.gov/climatechange/,,
Environment,climate change,3,http://www.climatechange.gov.au/,,
Environment,climate change,4,http://topics.nytimes.com/top/news/science/topics/globalwarming/index.html,,
Environment,climate change,9,http://www.bangkokpost.com/news/local/294208/climate-change-action-now-an-afterthought,,
Environment,climate change,10,http://thestar.com.my/news/story.asp?file=/2012/5/20/asia/11319629&sec=asia,,
Environment,climate change,11,http://www.fijitimes.com/story.aspx?id=201766,,
Environment,climate change,13,http://www.direct.gov.uk/en/environmentandgreenerliving/thewiderenvironment/climatechange/index.htm,,
Environment,climate change,14,http://www.springer.com/earth+sciences+and+geography/atmospheric+sciences/journal/10584,,
Environment,climate change,15,http://unfccc.int/,,
Environment,climate change,16,http://www.bom.gov.au/climate/change/,,
Environment,climate change,19,http://www.metoffice.gov.uk/climate-change,,
Environment,climate change,20,http://www.nature.org/ourinitiatives/urgentissues/climatechange/index.htm,,
Environment,climate change,21,http://climatechange.worldbank.org/,,
Environment,climate change,22,http://climatechange.gc.ca/default.asp?lang=en&n=e18c8f2d-1,,
Environment,climate change,23,http://www.bbc.co.uk/sn/hottopics/climatechange/,,
Environment,climate change,24,http://www.decc.gov.uk/,,
Environment,climate change,25,http://www.epa.gov/climatechange/kids/,,
Environment,climate change,26,http://www.un.org/climatechange,,
Environment,climate change,27,http://www.climatechange.govt.nz/,,
Environment,climate change,28,http://www.davidsuzuki.org/issues/climate-change/science/climate-change-basics/climate-change-101-1/,,
Environment,climate change,29,http://www.ft.com/indepth/climatechange,,
Environment,climate change,30,http://www.oxfam.org.uk/get-involved/campaign-with-us/our-campaigns/grow,,
Environment,climate change,31,http://www.amnh.org/climatechange,,
Environment,climate change,33,http://www.wikinvest.com/concept/Global_Climate_Change,,
Environment,climate change,34,http://www.youtube.com/watch?v=zzjOcOcQ90U,,
Environment,climate change,36,http://www.ec.gc.ca/default.asp?lang=en&n=2967c31d-1,,
Environment,climate change,37,http://www.pembina.org/climate,,
Environment,climate change,38,http://www.climatechange.gov.au/climate-change.aspx,,
Environment,climate change,39,http://www.fao.org/climatechange/en/,,
Environment,climate change,40,http://www.worldwildlife.org/climate/,,
Environment,climate change,41,http://www.greenpeace.org/international/en/campaigns/climate-change/,,
Environment,climate change,42,http://www.panda.org/climate,,
Environment,climate change,43,http://www.who.int/topics/climate/en/,,
Environment,cap-and-trade,5,http://www.youtube.com/watch?v=pA6FSy6EKrM,,
Environment,cap-and-trade,6,http://www.ecomii.com/ecopedia/cap-and-trade,,
Environment,cap-and-trade,7,http://www.heritage.org/issues/energy-and-environment/cap-and-trade,,
Environment,cap-and-trade,8,http://topics.nytimes.com/topics/reference/timestopics/subjects/g/greenhouse_gas_emissions/cap_and_trade/index.html,,
Environment,cap-and-trade,10,http://www.storyofstuff.org/movies-all/story-of-cap-trade/,,
Environment,cap-and-trade,11,http://www.realvail.com/article/1434/Key-stakeholders-ink-Colorado-River-Cooperative-Agreement,,
Environment,cap-and-trade,12,http://www.science20.com/science_20/cap_and_trade_water-90171,,
Environment,cap-and-trade,13,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/2012/05/16/BUPQ1OIGTI.DTL,,
Environment,cap-and-trade,14,http://www.smithsonianmag.com/science-nature/Presence-of-Mind-Blue-Sky-Thinking.html,,
Environment,cap-and-trade,15,http://twitter.com/#!/capandtrade,,
Environment,cap-and-trade,16,"http://www.foxnews.com/story/0,2933,529200,00.html",,
Environment,cap-and-trade,17,http://www.edf.org/approach/markets/acid-rain,,
Environment,cap-and-trade,18,http://www.cbsnews.com/8301-504383_162-5314040-504383.html,,
Environment,cap-and-trade,19,http://www.nocapandtrade.com/,,
Environment,cap-and-trade,20,http://www.epa.gov/captrade/documents/ctessentials.pdf,,
Environment,cap-and-trade,22,http://www.nytimes.com/2010/03/26/science/earth/26climate.html,,
Environment,cap-and-trade,23,http://www.americanthinker.com/2010/05/capandtrade_is_back.html,,
Environment,cap-and-trade,25,http://www.env.gov.bc.ca/cas/mitigation/ggrcta/emissions-trading-regulation/index.html,,
Environment,cap-and-trade,26,http://www.businessweek.com/magazine/content/09_11/b4123022554346.htm,,
Environment,cap-and-trade,27,http://hotair.com/archives/2012/05/12/new-epa-project-cap-and-trade-simulator/,,
Environment,cap-and-trade,28,http://www.ene.gov.on.ca/environment/en/category/climate_change/STDPROD_078899.html,,
Environment,cap-and-trade,29,http://www.env-econ.net/carbon_tax_vs_capandtrade.html,,
Environment,cap-and-trade,30,http://www.washingtonpost.com/blogs/fact-checker/post/gingrich-and-cap-and-trade-a-flip-flop/2011/12/04/gIQANXNVVO_blog.html,,
Environment,cap-and-trade,31,http://blogs.sacbee.com/capitolalertlatest/2012/01/jerry-brown-says-cap-and-trade-fees-will-fund-high-speed-rail.html,,
Environment,cap-and-trade,32,http://vimeo.com/8847746,,
Environment,cap-and-trade,33,http://vimeo.com/7908590,,
Environment,cap-and-trade,34,http://thehill.com/blogs/e2-wire/e2-wire/219753-obama-cap-and-trade-was-a-republican-idea,,
Environment,cap-and-trade,35,http://www.investopedia.com/terms/c/cap-and-trade.asp,,
Environment,cap-and-trade,36,http://www.npr.org/templates/story/story.php?storyId=126280761,,
Environment,cap-and-trade,38,http://www.rggi.org/,,
Environment,cap-and-trade,39,http://newscenter.lbl.gov/feature-stories/2012/03/15/cap-and-trade-programs-do-not-provide-sufficient-incentives/,,
Environment,cap-and-trade,40,http://www.youtube.com/watch?v=cVlF_ltkqp8,,
Environment,cap-and-trade,41,http://www.pnas.org/content/early/2012/03/08/1113462109,,
Environment,organic eating,2,http://www.organiceating.com/,,
Environment,organic eating,5,http://www.thedailygreen.com/healthy-eating/eat-safe/dirty-dozen-foods,,
Environment,organic eating,6,http://www.motherearthnews.com/relish/eating-organic-on-a-budget.aspx,,
Environment,organic eating,7,http://www.organicconsumers.org/organlink.cfm,,
Environment,organic eating,8,http://www.eatwellguide.org/,,
Environment,organic eating,9,http://www.localharvest.org/,,
Environment,organic eating,10,http://www.eatingwell.com/food_news_origins/organic_natural/12_foods_you_should_buy_organic,,
Environment,organic eating,11,http://www.counselheal.com/articles/1840/20120519/eating-organic-food-make-harsh-others.htm,,
Environment,organic eating,12,http://todayhealth.today.msnbc.msn.com/_news/2012/05/18/11737146-does-organic-food-turn-people-into-jerks?chromedomain=bodyodd&lite,,
Environment,organic eating,13,http://www.huffingtonpost.com/2012/05/18/organic-eaters-mean_n_1528529.html,,
Environment,organic eating,15,http://www.facebook.com/GrowingOrganicEatingOrganic,,
Environment,organic eating,16,http://www.organic.org/,,
Environment,organic eating,17,http://www.gov.hk/en/residents/health/foodsafe/organiceating.htm,,
Environment,organic eating,19,http://www.medicinenet.com/script/main/art.asp?articlekey=52420,,
Environment,organic eating,21,http://www.helpguide.org/life/organic_foods_pesticides_gmo.htm,,
Environment,organic eating,22,http://www.veganorganiced.org/,,
Environment,organic eating,24,http://www.mayoclinic.com/health/organic-food/NU00255,,
Environment,organic eating,25,http://www.eatingwell.com/nutrition_health/healthy_kids_diet_center,,
Environment,organic eating,26,http://www.squidoo.com/organic-eating-on-a-budget,,
Environment,organic eating,27,http://www.c21poconoselectgroup.com/public/green/eatingorganic.pdf,,
Environment,organic eating,28,http://www.amazon.com/Wildly-Affordable-Organic-Fabulous-Planet-All/dp/073821468X,,
Environment,organic eating,29,http://www.wikihow.com/Choose-the-Most-Important-Organic-Foods,,
Environment,organic eating,30,http://www.organickitchen.com/rest/rest.html,,
Environment,organic eating,31,http://www.besthealthmag.ca/eat-well/healthy-eating/does-organic-mean-healthier,,
Environment,organic eating,32,http://www.ewg.org/foodnews/,,
Environment,organic eating,33,http://recipes.howstuffworks.com/eat-organic-foods.htm,,
Environment,organic eating,34,http://www.treehugger.com/green-food/organic-food-healthier-for-you-and-the-planet.html,,
Environment,organic eating,35,http://www.organicauthority.com/,,
Environment,organic eating,36,http://www.eatit.ca/,,
Environment,organic eating,37,http://www.reuters.com/article/2010/05/24/us-organic-foods-idUSTRE64N3O920100524,,
Environment,organic eating,39,http://www.naturalnews.com/organic_foods.html,,
Environment,organic eating,40,http://www.redbookmag.com/recipes-home/truth-about-organic-foods,,
Environment,organic eating,41,http://www.expats.cz/prague/article/czech-food-drink/organic-food-prague/,,
Environment,organic eating,42,http://www.sustainable-live-work-play.com/organic-food-coupons.html,,
Environment,organic eating,43,http://wholesomebabyfood.momtastic.com/organicsforhomemadebabyfood.htm,,
Environment,green jobs,4,http://en.wikipedia.org/wiki/Green_job,,
Environment,green jobs,5,http://www.greenjobs.co.uk/,,
Environment,green jobs,6,http://www.greenjobs.ie/,,
Environment,green jobs,7,http://www.thegreenjobbank.com/,,
Environment,green jobs,8,http://www.greenforall.org/resources/green-jobs-guidebook,,
Environment,green jobs,9,http://www.goodworkcanada.ca/,,
Environment,green jobs,10,http://www.environmentjob.co.uk/,,
Environment,green jobs,11,http://www.timesofmalta.com/articles/view/20120520/local/Green-jobs-should-get-priority-AD.420449,,
Environment,green jobs,12,http://www.dnainfo.com/new-york/20120518/navy-yard/hundreds-of-green-jobs-coming-brooklyn-navy-yard,,
Environment,green jobs,13,http://www.sacbee.com/2012/05/17/4496750/construction-industrys-workforce.html,,
Environment,green jobs,15,http://www.bls.gov/green/,,
Environment,green jobs,18,http://twitter.com/#!/greenjobs,,
Environment,green jobs,19,http://www.ilo.org/greenjobs,,
Environment,green jobs,20,http://acre-resources.com/,,
Environment,green jobs,21,http://www.guardian.co.uk/environment/green-jobs,,
Environment,green jobs,22,http://www.osha.gov/dep/greenjobs/index.html,,
Environment,green jobs,23,http://greenjobsready.com/,,
Environment,green jobs,24,http://www.unep.org/labour_environment/PDFs/Greenjobs/UNEP-Green-Jobs-Report.pdf,,
Environment,green jobs,25,http://www.greenlocaljobs.com/,,
Environment,green jobs,28,http://www.green-jobs.ca/,,
Environment,green jobs,31,http://www.greenjobsconference.org/,,
Environment,green jobs,32,http://environmentalcareer.com/,,
Environment,green jobs,33,http://www.dol.gov/dol/green/,,
Environment,green jobs,34,http://www.greens.org.nz/greenjobs,,
Environment,green jobs,35,http://www.mnn.com/eco-glossary/green-jobs,,
Environment,green jobs,36,http://www.goinggreenjobs.com/,,
Environment,green jobs,37,http://cleantechnica.com/category/business-economy/green-jobs/,,
Environment,green jobs,38,http://www.greenjobsphilly.org/,,
Environment,green jobs,39,http://environmentaljobs.com.au/,,
Environment,green jobs,40,http://www.envirojobs.com.au/,,
Environment,green jobs,41,http://www.edf.org/climate/california-green-jobs-guidebook,,
Environment,green jobs,42,http://www.earthtechling.com/topics/green-jobs/,,
Environment,green jobs,43,http://www.workcabin.ca/,,
Health,Atkins diet effectiveness,1,http://www.vanderbilt.edu/ans/psychology/health_psychology/TheAtkinsDiet.htm,,
Health,Atkins diet effectiveness,2,http://www.davnet.org/kevin/essays/atkinsdiet.html,,
Health,Atkins diet effectiveness,3,http://abcnews.go.com/Health/WellnessResource/low-carb-diets-effective-reducing-weight/story?id=6768945,,
Health,Atkins diet effectiveness,4,http://www.streetdirectory.com/travel_guide/47115/lose_weight/the_effectiveness_of_atkins_diet.html,,
Health,Atkins diet effectiveness,5,http://www.dailymail.co.uk/news/article-1035779/Atkins-diet-safe-far-effective-low-fat-says-study.html,,
Health,Atkins diet effectiveness,6,http://nccam.nih.gov/research/results/spotlight/030607.htm?nav=rss,,
Health,Atkins diet effectiveness,7,http://www.healthyweightforum.org/eng/diets/diet-reviews/,,
Health,Atkins diet effectiveness,9,http://livinlavidalowcarb.com/blog/two-year-study-shows-low-carb-diet-effective-for-weight-loss-improves-hdl-cardiovascular-health-risks/8686,,
Health,Atkins diet effectiveness,10,http://en.wikipedia.org/wiki/Low-carbohydrate_diet,,
Health,Atkins diet effectiveness,11,http://www.bodybuilding.com/fun/venuto1.htm,,
Health,Atkins diet effectiveness,12,http://www.bodybuilding.com/fun/bbinfo.php?page=lowcarbdiets,,
Health,Atkins diet effectiveness,13,http://www.mayoclinic.com/health/low-carb-diet/NU00279,,
Health,Atkins diet effectiveness,14,http://www.drbriffa.com/2007/03/07/study-confirms-superior-effectiveness-of-low-carb-eating-for-weight-loss/,,
Health,Atkins diet effectiveness,15,http://www.medicalnewstoday.com/articles/7379.php,,
Health,Atkins diet effectiveness,17,http://www.scienceagogo.com/news/20070506001434data_trunc_sys.shtml,,
Health,Atkins diet effectiveness,18,http://clinicaltrials.gov/ct2/show/NCT00006193,,
Health,Atkins diet effectiveness,19,http://www.sciencedaily.com/releases/2004/05/040518073128.htm,,
Health,Atkins diet effectiveness,20,http://news.temple.edu/news/temple-research-studies-long-term-effectiveness-low-carb-versus-low-fat-diets,,
Health,Atkins diet effectiveness,21,http://www.weightlossresources.co.uk/diet/atkins_diet/atkins.htm,,
Health,Atkins diet effectiveness,22,http://thetoylanders.hubpages.com/hub/Safety-and-Effectiveness-Of-the-Atkins-Diet,,
Health,Atkins diet effectiveness,23,http://www.lowcarb.ca/articlesb/article343.html,,
Health,Atkins diet effectiveness,24,http://www.atkins.com/,,
Health,Atkins diet effectiveness,25,http://lowcarbdiets.about.com/od/lowcarb101/a/gettingstarted.htm,,
Health,Atkins diet effectiveness,26,http://www.holisticroads.com/how-effective-is-the-atkins-diet-plan/,,
Health,Atkins diet effectiveness,27,http://qualitycounts.com/fpatkinsdiet.htm,,
Health,Atkins diet effectiveness,29,http://www.blogher.com/node/16360,,
Health,Atkins diet effectiveness,30,http://charm.cs.uiuc.edu/users/jyelon/lowcarb.med/topic0.html,,
Health,Atkins diet effectiveness,31,http://healthpsych.psy.vanderbilt.edu/2008/low_carb.htm,,
Health,Atkins diet effectiveness,32,http://forum.lowcarber.org/showthread.php?t=32881,,
Health,Atkins diet effectiveness,33,http://www.kidsepilepsy.com/onetreat.asp?id=663,,
Health,Atkins diet effectiveness,34,http://www.medscape.org/viewarticle/553258,,
Health,Atkins diet effectiveness,35,http://www.quackwatch.com/06ResearchProjects/lcd.html,,
Health,Atkins diet effectiveness,36,http://www.ready-your-abs.com/lowcarbdiet.html,,
Health,Atkins diet effectiveness,37,http://www.livestrong.com/article/382753-is-the-atkins-diet-safe-and-effective/,,
Health,Atkins diet effectiveness,38,http://www.drbriffa.com/2008/01/23/research-shows-that-protein-rich-low-carb-diets-are-most-effective-for-sating-the-appetite/,,
Health,Atkins diet effectiveness,39,http://www.3fatchicks.com/how-effective-is-the-low-carb-diet-for-weight-loss/,,
Health,autism warning signs,2,http://www.parenting.com/article/autism-warning-signs-1204127474106,,
Health,autism warning signs,5,http://www.autismsciencefoundation.org/autism-warning-signs,,
Health,autism warning signs,6,http://www.autismspeaks.ca/early-warning-signs,,
Health,autism warning signs,7,http://www.ivillage.com/be-wise-be-aware-don-t-worry-autism-warning-signs/4-b-377363,,
Health,autism warning signs,8,http://blogs.babycenter.com/mom_stories/03302012autism-warning-signs/,,
Health,autism warning signs,9,http://www.autismtoday.com/articles/wyman.PDF,,
Health,autism warning signs,10,http://health.clevelandclinic.org/2012/04/videos-autism-warning-signs-and-perception/,,
Health,autism warning signs,11,http://www.livestrong.com/article/164189-autism-warning-signs/,,
Health,autism warning signs,13,http://www.newparent.com/baby/autism-warning-signs/,,
Health,autism warning signs,14,http://www.stltoday.com/lifestyles/health-med-fit/fitness/autism-warning-signs/article_2740f4ab-35eb-5584-8d82-f7f4034783a1.html,,
Health,autism warning signs,15,http://www.mayoclinic.com/health/autism/ds00348/dsection=symptoms,,
Health,autism warning signs,16,http://buffalo.ynn.com/content/top_stories/553664/more-autism-warning-signs-to-be-posted-in-amherst/,,
Health,autism warning signs,17,http://www.disabilityscoop.com/2011/08/16/autism-warning-signs/13752/,,
Health,autism warning signs,18,http://www.udg.edu/grupsrecerca/AutismeUdG/QuesonelsTEA/Signesdalertaennadons/tabid/14030/language/en-US/Default.aspx,,
Health,autism warning signs,19,http://relieveautism.com/autism-signs-and-symptoms/early-autism-warning-signs-and-symptoms/,,
Health,autism warning signs,20,http://autism-center.ucsd.edu/treating-early-autism/Pages/signs.aspx,,
Health,autism warning signs,21,http://hvparent.com/Permalink.aspx/Autism-warning-signs,,
Health,autism warning signs,22,http://www.opwdd.ny.gov/node/194,,
Health,autism warning signs,23,http://www.cbsnews.com/8334-504763_162-57406979-10391704/10-early-warning-signs-of-autism/,,
Health,autism warning signs,24,http://www.youtube.com/watch?v=X2XCuBLKBBs,,
Health,autism warning signs,25,http://outreach.org/tag/autism-warning-signs/,,
Health,autism warning signs,26,http://www.kimtrumanfitness.com/webmd-daily-autisms-warning-signs/,,
Health,autism warning signs,27,http://www.thedoctorstv.com/main/show_synopsis/104?section=feature&title=Autism%20Warning%20Signs,,
Health,autism warning signs,28,http://www.thedailybeast.com/newsweek/blogs/lab-notes/2008/11/06/harbingers-of-autism.html,,
Health,autism warning signs,29,http://www.cbc.ca/news/health/story/2011/04/28/autism-screening.html,,
Health,autism warning signs,30,http://www.livestrong.com/article/74519-autism-warning-signs-toddlers/,,
Health,autism warning signs,31,http://101parenttips.com/101parenttips.com/hot-topics/autism/warning-signs-of-autism/,,
Health,autism warning signs,32,http://drnicoleconnolly.com/autism-warning-signs/,,
Health,autism warning signs,33,http://www.wgrz.com/news/article/156393/1/Parents-Fight-For-Autistic-Warning-Sign-,,
Health,autism warning signs,34,http://blip.tv/autismlive/early-warning-signs-of-autism-6096077,,
Health,autism warning signs,36,http://www.opposingviews.com/i/is-my-child-autistic-warning-signs-to-look-for,,
Health,autism warning signs,37,http://www.cdc.gov/ncbddd/actearly/act/class.html,,
Health,autism warning signs,38,http://www.operationautismonline.org/autism-101/what-is-autism-2/warning-signs/,,
Health,autism warning signs,39,http://www.mamapedia.com/s/autism-warning-signs,,
Health,autism warning signs,40,http://www.autismsciencefoundation.org/what-is-autism/autism-diagnosis,,
Health,alzheimer's genes,1,http://www.nia.nih.gov/alzheimers/publication/alzheimers-disease-genetics-fact-sheet,,
Health,alzheimer's genes,2,http://ghr.nlm.nih.gov/condition/alzheimer-disease,,
Health,alzheimer's genes,3,http://www.webmd.com/alzheimers/guide/alzheimers-genetic,,
Health,alzheimer's genes,4,http://www.webmd.com/alzheimers/news/20110403/new-alzheimers-genes-found,,
Health,alzheimer's genes,6,http://www.bbc.co.uk/news/health-12937131,,
Health,alzheimer's genes,7,http://web.mit.edu/newsoffice/2012/alzheimers-hdac2-inhibitors-0301.html,,
Health,alzheimer's genes,8,http://www.sciencedaily.com/releases/2012/05/120516140016.htm,,
Health,alzheimer's genes,9,http://www.alzinfo.org/07/about-alzheimers/genetic-risk-factors,,
Health,alzheimer's genes,10,http://alzheimers.org.uk/site/scripts/documents_info.php?documentID=168,,
Health,alzheimer's genes,11,http://www.bloomberg.com/news/2011-04-04/five-new-alzheimer-s-genes-double-total-in-new-push-for-cure.html,,
Health,alzheimer's genes,12,http://healthland.time.com/2011/04/05/new-alzheimers-genes-why-they-matter-even-if-they-dont-change-patient-care/,,
Health,alzheimer's genes,13,http://www.guardian.co.uk/lifeandstyle/2011/apr/03/alzheimers-genetic-link-earlier-tests,,
Health,alzheimer's genes,14,http://www.nytimes.com/2011/04/04/health/04alzheimer.html?pagewanted=all,,
Health,alzheimer's genes,15,http://www.alz.org/alzheimers_disease_causes_risk_factors.asp,,
Health,alzheimer's genes,16,http://www.cbc.ca/news/health/story/2011/04/01/alzheimer-genes-identified.html,,
Health,alzheimer's genes,17,http://www.alzgene.org/,,
Health,alzheimer's genes,18,http://www.usatoday.com/news/health/medical/health/medical/alzheimers/story/2011/04/Researchers-New-genes-linked-to-Alzheimers/45715102/1,,
Health,alzheimer's genes,19,http://curealz.org/projects/alzheimer%E2%80%99s-genome-project%E2%84%A2,,
Health,alzheimer's genes,20,http://en.wikipedia.org/wiki/Early-onset_Alzheimer's_disease,,
Health,alzheimer's genes,21,http://www.futurity.org/health-medicine/alzheimers-gene-opens-floodgate-in-brain/,,
Health,alzheimer's genes,22,http://www.alzheimersreadingroom.com/2011/04/alzheimers-genes-four-known-alzheimers.html,,
Health,alzheimer's genes,23,http://psychcentral.com/news/2011/05/16/alzheimers-gene-may-damage-brain-long-before-symptoms/26204.html,,
Health,alzheimer's genes,24,http://www.theglobeandmail.com/life/health/new-health/conditions/alzheimers/running-may-counteract-risks-of-alzheimers-gene/article2309815/,,
Health,alzheimer's genes,25,http://thechart.blogs.cnn.com/2011/04/03/discovery-doubles-genetic-clues-to-alzheimers/,,
Health,alzheimer's genes,26,http://www.nhs.uk/news/2011/04April/Pages/genetic-clues-to-alzheimers.aspx,,
Health,alzheimer's genes,27,http://www.npr.org/2011/04/08/135241857/sifting-genes-for-clues-to-alzheimers,,
Health,alzheimer's genes,28,http://learn.genetics.utah.edu/content/disorders/whataregd/alzheimers/,,
Health,alzheimer's genes,29,http://www.sltrib.com/sltrib/news/52242962-78/alzheimer-testing-genetic-medical.html.csp,,
